vendorArticleNumber,vendorArticleName,material,productDetails,productType,amazonUrl,myntraUrl,nykaaUrl,wixUrl,imageUrl,price,category,category_url,json_ld
MN0075a,"Wrought Iron Wall/Table Candle Holder | Upcycled Iron (Tribal Candle Holder (14.5"" X 8.5"" X 2.5""))",,"Wrought iron craft is traditional, in which the iron is heated and beaten to the desired thickness and shape. The Lohar community of the Bastar, Chhattisgarh mainly practices this craft.

Crafted extensively in the Nagarnar, Jondarpadar, and Kondagaon villages of Chhattisgarh, the blacksmiths skilfully forge the items using rudimentary tools.

Magnificent tribal wrought iron wall art. This is a completely hand made product by the tribal artisans of the state of Chhattisgarh. This art also has a GI tag by the name ‘Bastar Iron Craft’. | Color: Tribal Candle Holder (14.5"" X 8.5"" X 2.5"") | Great for gifting during weddings, anniversaries, house warming ceremonies.,Nagarnar, Jondarpadar, Kondagaon and Bastar Craft.,This art also has a GI tag by the name ‘Bastar Iron Craft’.,Hand made product by the tribal artisans.,Nagarnar, Jondarpadar, Kondagaon and Bastar Craft. This art also has a GI tag by the name ‘Bastar Iron Craft’. Hand made product by the tribal artisans. Perfect for office and house hold décor they make an amazing personalized gift.",,https://www.amazon.in/dp/B0F965QJY5?th=1,,,,,4999.0,CANDLE_HOLDER,,
MN0078a,"Wrought Iron Wall/Table Candle Holder | Upcycled Iron (Tribal Candle Holder, 4 Sets (49"" X 10"" X 2.5""))",,"Wrought Iron of Kondagaon is a traditional tribal craft practiced by the Lohar community in the Kondagaon district of Bastar, Chhattisgarh, India. It is renowned for its primitive metalwork, often made without the use of modern machinery, and has earned Geographical Indication (GI) tag status due to its cultural significance and unique craftsmanship.

🔨 Origin and Cultural Significance
Rooted in tribal culture, this craft has been practiced for centuries by the Gond and Maria tribes.

Initially, wrought iron was used for making tools and weapons, but with time, artisans started creating decorative and ritualistic items.

It is deeply intertwined with local beliefs and folklore, often representing nature, tribal deities, animals, and daily life.

🛠️ Crafting Process
Wrought iron objects in Kondagaon are handcrafted using recycled iron scraps—like old vehicle parts or farming tools. The process is entirely manual and follows a multi-step technique:

Raw Material Collection:

Iron scrap (often from old vehicles, tools, etc.) is gathered and sorted.

Heating & Forging:

Iron is heated in a traditional furnace (bhatti) made from mud and cow dung.

It is hammered and shaped manually on an anvil using tools like chisels and tongs.

There is no mold—the design is shaped by instinct and skill.

Joining Pieces:

Parts are welded using rivets or forge-welding (heating two parts and hammering them together).

Artisans avoid electric welding to maintain the authenticity of the craft.

Finishing:

Finished products are polished with a black oxide coating (usually made with tamarind seed paste or oil) to prevent rust and give a matte black finish.

Sometimes burnishing or brushing is done for a rustic sheen.

🖼️ Design & Motifs
Typical motifs include:

Human figures in dance (e.g., tribal folk dance)

Musicians, animals (horses, deer, birds)

Tree of Life and tribal scenes

Decorative candle stands, lamps, wall hangings, door handles, masks, etc.

The design style is minimalistic, earthy, and raw, often with elongated limbs and abstract features.

🌿 Materials Used
Scrap iron/steel

Mud and cow dung (for furnace)

Tamarind seed paste or linseed oil (for finishing)

Hand tools: hammer, chisel, tongs, anvil | Color: Tribal Candle Holder, 4 Sets (49"" X 10"" X 2.5"") | Authentic Tribal Handcraft – Hand-forged by the skilled artisans of Kondagaon, Chhattisgarh, using traditional techniques passed down through generations of tribal blacksmiths.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look.,Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same.,Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look. Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same. Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor. GI-Tagged Craft – Recognized with a Geographical Indication tag, preserving its cultural heritage and ensuring authenticity of this Bastar tribal art.",,https://www.amazon.in/dp/B0F96BF86D,,,,,3999.0,CANDLE_HOLDER,,
MN0078aa,"Wrought Iron Wall/Table Candle Holder | Upcycled Iron (Two Swan Wall Candle Holder (10"" X 12.5"" X 2.7""))",,"Wrought Iron of Kondagaon is a traditional tribal craft practiced by the Lohar community in the Kondagaon district of Bastar, Chhattisgarh, India. It is renowned for its primitive metalwork, often made without the use of modern machinery, and has earned Geographical Indication (GI) tag status due to its cultural significance and unique craftsmanship.

🔨 Origin and Cultural Significance
Rooted in tribal culture, this craft has been practiced for centuries by the Gond and Maria tribes.

Initially, wrought iron was used for making tools and weapons, but with time, artisans started creating decorative and ritualistic items.

It is deeply intertwined with local beliefs and folklore, often representing nature, tribal deities, animals, and daily life.

🛠️ Crafting Process
Wrought iron objects in Kondagaon are handcrafted using recycled iron scraps—like old vehicle parts or farming tools. The process is entirely manual and follows a multi-step technique:

Raw Material Collection:

Iron scrap (often from old vehicles, tools, etc.) is gathered and sorted.

Heating & Forging:

Iron is heated in a traditional furnace (bhatti) made from mud and cow dung.

It is hammered and shaped manually on an anvil using tools like chisels and tongs.

There is no mold—the design is shaped by instinct and skill.

Joining Pieces:

Parts are welded using rivets or forge-welding (heating two parts and hammering them together).

Artisans avoid electric welding to maintain the authenticity of the craft.

Finishing:

Finished products are polished with a black oxide coating (usually made with tamarind seed paste or oil) to prevent rust and give a matte black finish.

Sometimes burnishing or brushing is done for a rustic sheen.

🖼️ Design & Motifs
Typical motifs include:

Human figures in dance (e.g., tribal folk dance)

Musicians, animals (horses, deer, birds)

Tree of Life and tribal scenes

Decorative candle stands, lamps, wall hangings, door handles, masks, etc.

The design style is minimalistic, earthy, and raw, often with elongated limbs and abstract features.

🌿 Materials Used
Scrap iron/steel

Mud and cow dung (for furnace)

Tamarind seed paste or linseed oil (for finishing)

Hand tools: hammer, chisel, tongs, anvil | Color: Two Swan Wall Candle Holder (10"" X 12.5"" X 2.7"") | Authentic Tribal Handcraft – Hand-forged by the skilled artisans of Kondagaon, Chhattisgarh, using traditional techniques passed down through generations of tribal blacksmiths.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look.,Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same.,Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look. Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same. Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor. GI-Tagged Craft – Recognized with a Geographical Indication tag, preserving its cultural heritage and ensuring authenticity of this Bastar tribal art.",,https://www.amazon.in/dp/B0F96LV3JD?th=1,,,,,1299.0,CANDLE_HOLDER,,
MN0079a,"Wrought Iron Wall/Table Candle Holder | Upcycled Iron (Deer Arc Wall Candle Holder (18"" X 17"" X 3""))",,"Wrought Iron of Kondagaon is a traditional tribal craft practiced by the Lohar community in the Kondagaon district of Bastar, Chhattisgarh, India. It is renowned for its primitive metalwork, often made without the use of modern machinery, and has earned Geographical Indication (GI) tag status due to its cultural significance and unique craftsmanship.

🔨 Origin and Cultural Significance
Rooted in tribal culture, this craft has been practiced for centuries by the Gond and Maria tribes.

Initially, wrought iron was used for making tools and weapons, but with time, artisans started creating decorative and ritualistic items.

It is deeply intertwined with local beliefs and folklore, often representing nature, tribal deities, animals, and daily life.

🛠️ Crafting Process
Wrought iron objects in Kondagaon are handcrafted using recycled iron scraps—like old vehicle parts or farming tools. The process is entirely manual and follows a multi-step technique:

Raw Material Collection:

Iron scrap (often from old vehicles, tools, etc.) is gathered and sorted.

Heating & Forging:

Iron is heated in a traditional furnace (bhatti) made from mud and cow dung.

It is hammered and shaped manually on an anvil using tools like chisels and tongs.

There is no mold—the design is shaped by instinct and skill.

Joining Pieces:

Parts are welded using rivets or forge-welding (heating two parts and hammering them together).

Artisans avoid electric welding to maintain the authenticity of the craft.

Finishing:

Finished products are polished with a black oxide coating (usually made with tamarind seed paste or oil) to prevent rust and give a matte black finish.

Sometimes burnishing or brushing is done for a rustic sheen.

🖼️ Design & Motifs
Typical motifs include:

Human figures in dance (e.g., tribal folk dance)

Musicians, animals (horses, deer, birds)

Tree of Life and tribal scenes

Decorative candle stands, lamps, wall hangings, door handles, masks, etc.

The design style is minimalistic, earthy, and raw, often with elongated limbs and abstract features.

🌿 Materials Used
Scrap iron/steel

Mud and cow dung (for furnace)

Tamarind seed paste or linseed oil (for finishing)

Hand tools: hammer, chisel, tongs, anvil | Color: Deer Arc Wall Candle Holder (18"" X 17"" X 3"") | Authentic Tribal Handcraft – Hand-forged by the skilled artisans of Kondagaon, Chhattisgarh, using traditional techniques passed down through generations of tribal blacksmiths.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look.,Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same.,Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look. Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same. Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor. GI-Tagged Craft – Recognized with a Geographical Indication tag, preserving its cultural heritage and ensuring authenticity of this Bastar tribal art.",,https://www.amazon.in/dp/B0F96832R4?th=1,,,,,2199.0,CANDLE_HOLDER,,
MN0080,"Vanchai Wrought Iron Wall/Table Candle Holder | Upcycled Iron (Round Candle Holder Wall (5"" X 6"" X 2""))",,"Wrought Iron of Kondagaon is a traditional tribal craft practiced by the Lohar community in the Kondagaon district of Bastar, Chhattisgarh, India. It is renowned for its primitive metalwork, often made without the use of modern machinery, and has earned Geographical Indication (GI) tag status due to its cultural significance and unique craftsmanship.

🔨 Origin and Cultural Significance
Rooted in tribal culture, this craft has been practiced for centuries by the Gond and Maria tribes.

Initially, wrought iron was used for making tools and weapons, but with time, artisans started creating decorative and ritualistic items.

It is deeply intertwined with local beliefs and folklore, often representing nature, tribal deities, animals, and daily life.

🛠️ Crafting Process
Wrought iron objects in Kondagaon are handcrafted using recycled iron scraps—like old vehicle parts or farming tools. The process is entirely manual and follows a multi-step technique:

Raw Material Collection:

Iron scrap (often from old vehicles, tools, etc.) is gathered and sorted.

Heating & Forging:

Iron is heated in a traditional furnace (bhatti) made from mud and cow dung.

It is hammered and shaped manually on an anvil using tools like chisels and tongs.

There is no mold—the design is shaped by instinct and skill.

Joining Pieces:

Parts are welded using rivets or forge-welding (heating two parts and hammering them together).

Artisans avoid electric welding to maintain the authenticity of the craft.

Finishing:

Finished products are polished with a black oxide coating (usually made with tamarind seed paste or oil) to prevent rust and give a matte black finish.

Sometimes burnishing or brushing is done for a rustic sheen.

🖼️ Design & Motifs
Typical motifs include:

Human figures in dance (e.g., tribal folk dance)

Musicians, animals (horses, deer, birds)

Tree of Life and tribal scenes

Decorative candle stands, lamps, wall hangings, door handles, masks, etc.

The design style is minimalistic, earthy, and raw, often with elongated limbs and abstract features.

🌿 Materials Used
Scrap iron/steel

Mud and cow dung (for furnace)

Tamarind seed paste or linseed oil (for finishing)

Hand tools: hammer, chisel, tongs, anvil | Color: Round Candle Holder Wall (5"" X 6"" X 2"") | Authentic Tribal Handcraft – Hand-forged by the skilled artisans of Kondagaon, Chhattisgarh, using traditional techniques passed down through generations of tribal blacksmiths.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look.,Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same.,Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look. Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same. Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor. GI-Tagged Craft – Recognized with a Geographical Indication tag, preserving its cultural heritage and ensuring authenticity of this Bastar tribal art.",,https://www.amazon.in/dp/B0F96NKVG7?th=1,,,,,999.0,CANDLE_HOLDER,,
MN0080AAA,Wrought Iron Wall/Table Candle Holder | Upcycled Iron,,"Wrought Iron of Kondagaon is a traditional tribal craft practiced by the Lohar community in the Kondagaon district of Bastar, Chhattisgarh, India. It is renowned for its primitive metalwork, often made without the use of modern machinery, and has earned Geographical Indication (GI) tag status due to its cultural significance and unique craftsmanship.

🔨 Origin and Cultural Significance
Rooted in tribal culture, this craft has been practiced for centuries by the Gond and Maria tribes.

Initially, wrought iron was used for making tools and weapons, but with time, artisans started creating decorative and ritualistic items.

It is deeply intertwined with local beliefs and folklore, often representing nature, tribal deities, animals, and daily life.

🛠️ Crafting Process
Wrought iron objects in Kondagaon are handcrafted using recycled iron scraps—like old vehicle parts or farming tools. The process is entirely manual and follows a multi-step technique:

Raw Material Collection:

Iron scrap (often from old vehicles, tools, etc.) is gathered and sorted.

Heating & Forging:

Iron is heated in a traditional furnace (bhatti) made from mud and cow dung.

It is hammered and shaped manually on an anvil using tools like chisels and tongs.

There is no mold—the design is shaped by instinct and skill.

Joining Pieces:

Parts are welded using rivets or forge-welding (heating two parts and hammering them together).

Artisans avoid electric welding to maintain the authenticity of the craft.

Finishing:

Finished products are polished with a black oxide coating (usually made with tamarind seed paste or oil) to prevent rust and give a matte black finish.

Sometimes burnishing or brushing is done for a rustic sheen.

🖼️ Design & Motifs
Typical motifs include:

Human figures in dance (e.g., tribal folk dance)

Musicians, animals (horses, deer, birds)

Tree of Life and tribal scenes

Decorative candle stands, lamps, wall hangings, door handles, masks, etc.

The design style is minimalistic, earthy, and raw, often with elongated limbs and abstract features.

🌿 Materials Used
Scrap iron/steel

Mud and cow dung (for furnace)

Tamarind seed paste or linseed oil (for finishing)

Hand tools: hammer, chisel, tongs, anvil | Authentic Tribal Handcraft – Hand-forged by the skilled artisans of Kondagaon, Chhattisgarh, using traditional techniques passed down through generations of tribal blacksmiths.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look.,Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same.,Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor.,Eco-Friendly Material – Made from recycled iron and finished with natural black polish (like tamarind paste or linseed oil) for a sustainable, rustic look. Unique Design Aesthetic – Features raw, abstract tribal motifs inspired by nature, folklore, and village life—no two pieces are exactly the same. Durable & Timeless – Sturdy wrought iron construction with a matte black finish ensures longevity and makes it suitable for both indoor and outdoor decor. GI-Tagged Craft – Recognized with a Geographical Indication tag, preserving its cultural heritage and ensuring authenticity of this Bastar tribal art.",,https://www.amazon.in/dp/B0F99ZLP4W,,,,,,CANDLE_HOLDER,,
MN0016aa,"Terracotta Handi Set with lid, Light Weight Curd Bowl with Lid for Cooking, Honey Pot, Dahi Handi - Small, Medium, Large Size (Set Of 3)",,"🌿 Discover the Natural Benefits and Sustainable Advantages of Using Unglazed Clay Cookware 🌿 🥦 Health Benefits 🥦 Chemical-Free Cooking: Unglazed clay cookware is free from harmful chemicals and synthetic materials often found in modern non-stick cookware. This ensures that your food remains pure and uncontaminated. Enhanced Nutrient Retention: Cooking with clay pots can help retain the natural nutrients of your food. The slow cooking process allows for gentle heating, preserving vitamins and minerals that are often lost in high-temperature cooking methods. 🌍 Sustainability 🌍 Eco-Friendly Material: Clay is a natural, biodegradable material that has minimal impact on the environment. Unlike metal or plastic cookware, it doesn’t require extensive mining or processing, reducing its carbon footprint. 🍃 Natural Living 🍃 Authentic Taste: Clay cookware can enhance the flavors of your food. The porous nature of unglazed clay allows for slow evaporation of steam, which helps in creating rich, deep flavors and tender textures. Traditional Cooking Methods: Using clay pots connects you with ancient cooking traditions, promoting a slower, more mindful approach to meal preparation. This can transform cooking from a chore into a meditative, enjoyable activity. | Color: Terracotta | Energy Efficiency: Clay pots have excellent heat retention properties, meaning they require less energy to maintain cooking temperatures. This can lead to reduced energy consumption over time.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times.,Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical.,Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times. Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical. Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved. After washing, make sure the pot is thoroughly dry before storing it. Store the clay pot with the lid off, allowing air to circulate. Or invert the lid and place a paper towel between the pot and the lid to prevent chipping. Store your earthenware in dry and well-ventilated areas. This eliminates the risk of mold growth inside the pot.",,https://www.amazon.in/dp/B0F9TZ5RYB,,,,,2999.0,COOKING_CONTAINER,,
MN0016al,"Terracotta Handi Set with lid, Light Weight Curd Bowl with Lid for Cooking, Honey Pot, Dahi Handi - Small, Medium, Large Size (Large)",,"🌿 Discover the Natural Benefits and Sustainable Advantages of Using Unglazed Clay Cookware 🌿 🥦 Health Benefits 🥦 Chemical-Free Cooking: Unglazed clay cookware is free from harmful chemicals and synthetic materials often found in modern non-stick cookware. This ensures that your food remains pure and uncontaminated. Enhanced Nutrient Retention: Cooking with clay pots can help retain the natural nutrients of your food. The slow cooking process allows for gentle heating, preserving vitamins and minerals that are often lost in high-temperature cooking methods. 🌍 Sustainability 🌍 Eco-Friendly Material: Clay is a natural, biodegradable material that has minimal impact on the environment. Unlike metal or plastic cookware, it doesn’t require extensive mining or processing, reducing its carbon footprint. 🍃 Natural Living 🍃 Authentic Taste: Clay cookware can enhance the flavors of your food. The porous nature of unglazed clay allows for slow evaporation of steam, which helps in creating rich, deep flavors and tender textures. Traditional Cooking Methods: Using clay pots connects you with ancient cooking traditions, promoting a slower, more mindful approach to meal preparation. This can transform cooking from a chore into a meditative, enjoyable activity. | Color: Terracotta | Energy Efficiency: Clay pots have excellent heat retention properties, meaning they require less energy to maintain cooking temperatures. This can lead to reduced energy consumption over time.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times.,Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical.,Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times. Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical. Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved. After washing, make sure the pot is thoroughly dry before storing it. Store the clay pot with the lid off, allowing air to circulate. Or invert the lid and place a paper towel between the pot and the lid to prevent chipping. Store your earthenware in dry and well-ventilated areas. This eliminates the risk of mold growth inside the pot.",,https://www.amazon.in/dp/B0F9TY5XZ5,,,,,2999.0,COOKING_CONTAINER,,
MN0016am,"Terracotta Handi Set with lid, Light Weight Curd Bowl with Lid for Cooking, Honey Pot, Dahi Handi - Small, Medium, Large Size (Medium)",,"🌿 Discover the Natural Benefits and Sustainable Advantages of Using Unglazed Clay Cookware 🌿 🥦 Health Benefits 🥦 Chemical-Free Cooking: Unglazed clay cookware is free from harmful chemicals and synthetic materials often found in modern non-stick cookware. This ensures that your food remains pure and uncontaminated. Enhanced Nutrient Retention: Cooking with clay pots can help retain the natural nutrients of your food. The slow cooking process allows for gentle heating, preserving vitamins and minerals that are often lost in high-temperature cooking methods. 🌍 Sustainability 🌍 Eco-Friendly Material: Clay is a natural, biodegradable material that has minimal impact on the environment. Unlike metal or plastic cookware, it doesn’t require extensive mining or processing, reducing its carbon footprint. 🍃 Natural Living 🍃 Authentic Taste: Clay cookware can enhance the flavors of your food. The porous nature of unglazed clay allows for slow evaporation of steam, which helps in creating rich, deep flavors and tender textures. Traditional Cooking Methods: Using clay pots connects you with ancient cooking traditions, promoting a slower, more mindful approach to meal preparation. This can transform cooking from a chore into a meditative, enjoyable activity. | Color: Terracotta | Energy Efficiency: Clay pots have excellent heat retention properties, meaning they require less energy to maintain cooking temperatures. This can lead to reduced energy consumption over time.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times.,Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical.,Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times. Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical. Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved. After washing, make sure the pot is thoroughly dry before storing it. Store the clay pot with the lid off, allowing air to circulate. Or invert the lid and place a paper towel between the pot and the lid to prevent chipping. Store your earthenware in dry and well-ventilated areas. This eliminates the risk of mold growth inside the pot.",,https://www.amazon.in/dp/B0F9TY2T8Y?th=1,,,,,2999.0,COOKING_CONTAINER,,
MN0016as,"Terracotta Handi Set with lid, Light Weight Curd Bowl with Lid for Cooking, Honey Pot, Dahi Handi - Small, Medium, Large Size (Small)",,"🌿 Discover the Natural Benefits and Sustainable Advantages of Using Unglazed Clay Cookware 🌿 🥦 Health Benefits 🥦 Chemical-Free Cooking: Unglazed clay cookware is free from harmful chemicals and synthetic materials often found in modern non-stick cookware. This ensures that your food remains pure and uncontaminated. Enhanced Nutrient Retention: Cooking with clay pots can help retain the natural nutrients of your food. The slow cooking process allows for gentle heating, preserving vitamins and minerals that are often lost in high-temperature cooking methods. 🌍 Sustainability 🌍 Eco-Friendly Material: Clay is a natural, biodegradable material that has minimal impact on the environment. Unlike metal or plastic cookware, it doesn’t require extensive mining or processing, reducing its carbon footprint. 🍃 Natural Living 🍃 Authentic Taste: Clay cookware can enhance the flavors of your food. The porous nature of unglazed clay allows for slow evaporation of steam, which helps in creating rich, deep flavors and tender textures. Traditional Cooking Methods: Using clay pots connects you with ancient cooking traditions, promoting a slower, more mindful approach to meal preparation. This can transform cooking from a chore into a meditative, enjoyable activity. | Color: Terracotta | Energy Efficiency: Clay pots have excellent heat retention properties, meaning they require less energy to maintain cooking temperatures. This can lead to reduced energy consumption over time.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times.,Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical.,Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved.,Clay Curd Pot with Lid for Storage/Clay Handi/MItti Handi, 1000ML, 500Ml, 300ML. This handi comes in Brown Color. Storage in clay vessels has a long history, stretching back to at least the ancient Roman times. Clay Pots Are Healthy for Your Heart, Maintains the nutritive value, Neutralize the pH level, Cut down oil consumption, Adds more nutrients, Add an earthy flavour & It is very Economical. Unglazed clay pot and lid must be completely submerged in water for at least 15 minutes prior to assembling your meal. Being porous the pot absorbs moisture during soaking. As the pot is slowly heated, the clay slowly releases steam from its pores which gently cooks the food. This prevents foods from drying out. Natural juices and flavors are retained in the pot, while nutrient content is preserved. After washing, make sure the pot is thoroughly dry before storing it. Store the clay pot with the lid off, allowing air to circulate. Or invert the lid and place a paper towel between the pot and the lid to prevent chipping. Store your earthenware in dry and well-ventilated areas. This eliminates the risk of mold growth inside the pot.",,https://www.amazon.in/dp/B0F9TZQJZR?th=1,,,,,2999.0,COOKING_CONTAINER,,
